url_server,url,angrily_disgusted,angrily_surprised,angry,appalled,awed,disgusted,fearful,fearfully_angry,fearfully_surprised,happily_disgusted,happily_surprised,happy,sad,sadly_angry,sadly_disgusted,surprised
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0001.jpg,http://0.tqn.com/d/movies/1/0/t/7/1/stgm4b.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0002.jpg,http://1.bp.blogspot.com/--6f8NNxoWK0/UbArlxBjIlI/AAAAAAAACpQ/sWYQVmy6-Jc/s1600/misha+omar.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0003.jpg,http://1.bp.blogspot.com/--R2jyO5tHH8/TptfQUJQU-I/AAAAAAAAIiA/LiYQ5KfcmjM/s1600/ire164noticias24.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0004.jpg,http://1.bp.blogspot.com/-0v4TVQWNaX4/TvILCHjiSxI/AAAAAAAABH4/A6kwDl4UIYw/s1600/Funny+baby+angry+photo+images.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0005.jpg,http://1.bp.blogspot.com/-0zlzJY-gq_Y/UGrqSvRVr7I/AAAAAAAAJAc/CER0Q1rGdoM/s1600/katy-perry-2011-ama-hair-makeup.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0006.jpg,http://1.bp.blogspot.com/-18iwurvqjNU/UO767WefaxI/AAAAAAABGhw/JO_gLUWjpAI/s1600/unnamed.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0007.jpg,http://1.bp.blogspot.com/-3lH6TTPIgj0/TmckeJH7TYI/AAAAAAAADnw/wmK-Q_3aA2Q/s1600/Boys%2BHair%2BStyles%2B%25285%2529.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0008.jpg,http://1.bp.blogspot.com/-5IRE3_Zg9_Y/ToSGIARdt8I/AAAAAAAAAOc/Q2RattGYCnA/s1600/Ashley+Greene+%25282%2529.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0009.jpg,http://1.bp.blogspot.com/-61gPmhM-iio/T-lJwFbxRwI/AAAAAAAJERY/Y-batuZyLx8/s1600/Angry+Black+Man+%282%29.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0010.jpg,http://1.bp.blogspot.com/-7-u5RUxsWM0/VKac8I9da2I/AAAAAAAAFUs/oh_irE5fniI/s1600/Jessica%2BMichibata.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0011.jpg,http://1.bp.blogspot.com/-BY8SwuVQ5Zc/Tqhsohl8F5I/AAAAAAAACk8/8Uro7eeGNPc/s1600/joan3.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0012.jpg,http://1.bp.blogspot.com/-Bg8Brj1ZWgs/UV4AO2FCimI/AAAAAAAAMI8/IdZp9s9CeR0/s1600/kitty+foyle.JPG,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0013.jpg,http://1.bp.blogspot.com/-BqJ-TLC7IrE/TtN-9Kn5kWI/AAAAAAAABNs/8hy9YMYxs4k/s1600/Dilani+Abeywardana1+%25281%2529.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0014.jpg,http://1.bp.blogspot.com/-JO2U_DDnj5U/UhVf2OJTW0I/AAAAAAAACIU/NrsyioZg_Cg/s1600/Curse+of+the+Werewolf.JPG,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0015.jpg,http://1.bp.blogspot.com/-PYoKqwCuYf8/Ton8mJc-liI/AAAAAAAACpU/YXoABBJt8tw/s1600/michelle-obama+angry.jpeg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0016.jpg,http://1.bp.blogspot.com/-QRM94fJ8L5g/UDrV7mW16yI/AAAAAAAABnQ/4XS_3gB83Aw/s1600/sephora+2.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0017.jpg,http://1.bp.blogspot.com/-RAHN2ArOnJ8/UEtToy7LGOI/AAAAAAAAABU/XN8SX0tL6LE/s1600/Long-Hairstyles-06.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0018.jpg,http://1.bp.blogspot.com/-WAl_FC6Pm0Q/TVgtDy9mveI/AAAAAAAAACY/uuFGUTyh608/s1600/1357angry.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0019.jpg,http://1.bp.blogspot.com/-ZhNAVwLpsas/Try3LUNNsnI/AAAAAAAAOSg/mkGfVyn6ARM/s400/Adele.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0020.jpg,http://1.bp.blogspot.com/-bwZTGF4xK4Q/TVaCUDL4fOI/AAAAAAAAADY/iD07WRaOajM/s1600/angry2.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0021.jpg,http://1.bp.blogspot.com/-c9CXcK4VHwQ/Ue9ZAKKNQaI/AAAAAAAAA3I/TY8aViiy1z4/s1600/61892-Irina-Shayk.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0022.jpg,http://1.bp.blogspot.com/-dtp5yZJyYbI/T6hfy9Wpz9I/AAAAAAAAF1I/qU5HicVkG7I/s1600/kris-jenner-b-&-p-beauty-products.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0023.jpg,http://1.bp.blogspot.com/-gbJX9dWTk8c/U0eoqEWQPqI/AAAAAAAACr4/lGgsTn5zjN8/s1600/vonda_01.png,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0024.jpg,http://1.bp.blogspot.com/-jorVkB9-eWA/VMpYLT5dyRI/AAAAAAAAIyI/F0lWiuV0mMY/s1600/Kajal%2Bat%2BTemper%2BAudio%2BLaunch%2BPhotos3.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0025.jpg,http://1.bp.blogspot.com/-jwzk7wIdXlU/Uee0RS7x2lI/AAAAAAAAAx0/TETIEmb3X-k/s400/Sonia+6.png,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0026.jpg,http://1.bp.blogspot.com/-kHHqZrPMbMw/TcJRU4WF8FI/AAAAAAAAcno/-B2djAbGwRk/s1600/Tony_Kushner_.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0027.jpg,http://1.bp.blogspot.com/-kz-PQ3B2j0g/TewEIqcIeAI/AAAAAAAADdE/FHDMKIYPo0E/s1600/Charlotte_Cook.JPG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0028.jpg,http://1.bp.blogspot.com/-piUkqnjqDdw/UWi9AOcYf4I/AAAAAAAAAF4/jlucSMqEZHA/s1600/meme_sarcasm.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0029.jpg,http://1.bp.blogspot.com/-qvnTtvfPkJ0/UWnb42ejvyI/AAAAAAAANQQ/6j2SnBzzDdE/s400/Urijah%2BFaber.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0030.jpg,http://1.bp.blogspot.com/-rxF0LUY7C9I/Ttc6k4qpHiI/AAAAAAAAZy8/aHT1vvv0Dxc/s1600/mindy_mccready_0009.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0031.jpg,http://1.bp.blogspot.com/-sEV3H2ZeNNc/VHoDdAvtvmI/AAAAAAAATrs/vuqQsg5wuFA/s1600/Hochzeitsfrisuren-Accessoires.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0032.jpg,http://1.bp.blogspot.com/-u2f-TY94ldE/UVYI0pfWkBI/AAAAAAAAA18/CFcSdAhew80/s1600/20130309_OAKLAND_1157_web.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0033.jpg,http://1.bp.blogspot.com/-uomFQbDzWmg/T0ynQnsEDQI/AAAAAAAAVAs/C-bPO1yh6Ho/s1600/Prince%2BWilliam%2Bis%2B%2527appalled%2527%2Bafter%2Bpoachers%2Bbutcher%2Bhis%2Bfriend%2527s%2Bhand-reared%2Brhino%2BMax%2Bfor%2Bhis%2Bhorn%2B%2B1.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0034.jpg,http://1.bp.blogspot.com/-vEYJIueM8_w/TnDbxNL1_QI/AAAAAAAAAG4/8HszLGPGPpI/s1600/Kylie+O%2527Brien+1.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0035.jpg,http://1.bp.blogspot.com/-vhKJYgp5fl8/T2I5pgzFp-I/AAAAAAAABMM/8DSNVIml0_k/s1600/article-2114829-122AA2CB000005DC-781_306x423.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0036.jpg,http://1.bp.blogspot.com/-w2n2Dy9ZY3k/Tm8Ct6ZzbkI/AAAAAAAAAXo/wNYxniFSKWw/s1600/angry_man.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0037.jpg,http://1.bp.blogspot.com/-xsxcc68s4Kg/TV7JpIDFJGI/AAAAAAAAAHA/zeicyxHGiFE/s1600/max+reger.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0038.jpg,http://1.bp.blogspot.com/-yDpZIDf3O0Q/T56mYBz9ApI/AAAAAAAAEU4/EALl6Zz177A/s1600/1172872303_mumudamangueira021.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0039.jpg,http://1.bp.blogspot.com/-ya3o2vOQj5E/Tkl7dJyk5FI/AAAAAAAACM4/NyG5yd9U9B4/s1600/Angry+baby+face+3.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0040.jpg,http://1.bp.blogspot.com/-yab3fdaTxDw/TaXdJ1_WcCI/AAAAAAAAA5E/lCeIChQNgbE/s1600/jean%2Btemerson.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0041.jpg,http://1.bp.blogspot.com/-z7luwvAt0Fw/UYEM6DBkcwI/AAAAAAAABfc/mtF3nUh_FxI/s1600/double+chin.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0042.jpg,http://1.bp.blogspot.com/_5IjVxVNt1fo/SuHcx4NOR9I/AAAAAAAAAW8/Cer190Gnx8Y/s400/Miley+Cyrus_NOTA_271108.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0043.jpg,http://1.bp.blogspot.com/_BrcnOv-SNGc/SQyE9uvYGnI/AAAAAAAAAB4/-Mqsec1thLE/s400/normfoster,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0044.jpg,http://1.bp.blogspot.com/_IA5nokOFh84/SbyHkde1i7I/AAAAAAAADEw/eu63LAqdxaQ/s200/fearful+face.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0045.jpg,http://1.bp.blogspot.com/_INgQO6QDnSg/TUOGXzebm6I/AAAAAAAAAQA/Xd5a4x9-XBk/s1600/Foucault+%25281%2529.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0046.jpg,http://1.bp.blogspot.com/_IcrSZGdu1t8/TGsCo4ekGMI/AAAAAAAAABE/OKBJ-04jBAI/s1600/2010-04-19+14.44.56.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0047.jpg,http://1.bp.blogspot.com/_PH5ceR4T8X0/SwqIVNjUzPI/AAAAAAAAAZE/k5--D7LSLQk/s1600/disco3.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0048.jpg,http://1.bp.blogspot.com/_QSmcEJXVHZw/S1sP4avClOI/AAAAAAAAAAM/QTRaZ_ed1e4/s1600-R/F52-71.jpg,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://s3.us-east-2.amazonaws.com/emotionet/emotion_cat_images/img/0049.jpg,http://1.bp.blogspot.com/_QcYf_8sBCik/S7_5x4gQtdI/AAAAAAAADkI/XT4N2CcwXMo/s1600/Elvina+Kong.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
